   310.0   -97.9    5.5    -5.8    6.7    -12.1    -10.3
  -97.9     230.0   30.1    7.3    2.0     11.5     4.8
   5.5      30.1    0      -58.8  -1.5    -9.6      4.7
  -5.8      7.3    -58.8    180.0 -64.9   -17.4    -64.4
   6.7      2.0    -1.5    -64.9   405.0   89.0    -6.4
  -12.1     11.5   -9.6    -17.4   89.0    320.0    31.7
  -10.3     4.8     4.7    -64.4  -6.4     31.7     270.0
